"","x"
"89","NK"
"90","Naive B"
"91","NK"
"92","CD4 Naive"
"93","CD14 Mono"
"94","cDC2"
"95","CD4 Naive"
"96","CD4 Memory"
"97","GMP"
"98","CD14 Mono"
"99","CD4 Naive"
"100","Naive B"
"101","NK"
"102","CD14 Mono"
"103","CD8 Naive"
"104","CD4 Memory"
"105","CD4 Memory"
"106","CD14 Mono"
"107","CD4 Memory"
"108","CD4 Naive"
"109","Memory B"
"110","CD4 Naive"
"111","Prog_RBC"
"112","CD4 Naive"
"113","CD4 Memory"
"114","CD8 Memory_1"
"115","CD14 Mono"
"116","CD4 Memory"
"117","CD4 Naive"
"118","CD56 bright NK"
"119","pDC"
"120","CD4 Naive"
"121","Memory B"
"122","CD4 Memory"
"123","GMP"
"124","CD8 Naive"
"125","CD14 Mono"
"126","CD8 Naive"
"127","CD4 Memory"
"128","CD14 Mono"
"129","CD4 Naive"
"130","CD4 Memory"
"131","CD14 Mono"
"132","CD8 Naive"
"133","CD4 Naive"
"134","CD4 Naive"
"135","Prog_RBC"
"136","CD4 Naive"
"137","CD4 Naive"
"138","NK"
"139","CD4 Memory"
"140","CD8 Effector_1"
"141","CD4 Naive"
"142","Memory B"
"143","pDC"
"144","CD4 Naive"
"145","CD4 Naive"
"146","CD14 Mono"
"147","Prog_B 2"
"148","MAIT"
"149","CD8 Naive"
"150","cDC2"
"151","CD14 Mono"
"152","CD4 Memory"
"153","CD14 Mono"
"154","CD8 Naive"
"155","CD14 Mono"
"156","CD4 Memory"
"157","Naive B"
"158","CD14 Mono"
"159","NK"
"160","Naive B"
"161","Prog_RBC"
"162","Prog_RBC"
"163","Naive B"
"164","CD14 Mono"
"165","CD14 Mono"
"166","CD4 Naive"
"167","Prog_B 2"
"168","MAIT"
"169","Prog_Mk"
"170","CD14 Mono"
"171","Memory B"
"172","Memory B"
"173","CD4 Memory"
"174","CD8 Effector_1"
"175","CD14 Mono"
"176","CD14 Mono"
"177","Prog_RBC"
"178","NK"
"179","CD8 Naive"
"180","CD8 Naive"
"181","NK"
"182","cDC2"
"183","CD14 Mono"
"184","CD4 Naive"
"185","CD4 Naive"
"186","GMP"
"187","CD4 Naive"
"188","CD14 Mono"
"189","CD8 Naive"
"190","CD14 Mono"
"191","Treg"
"192","CD14 Mono"
"193","CD8 Naive"
"194","CD4 Naive"
"195","cDC2"
"196","gdT"
"197","CD4 Memory"
"198","CD8 Memory_2"
"199","Naive B"
"200","CD14 Mono"
"201","CD14 Mono"
"202","Plasmablast"
"203","CD4 Memory"
"204","CD4 Memory"
"205","CD14 Mono"
"206","NK"
"207","CD8 Naive"
"208","CD14 Mono"
"209","CD4 Naive"
"210","CD14 Mono"
"211","CD8 Naive"
"212","CD8 Effector_1"
"213","HSC"
"214","Naive B"
"215","CD8 Naive"
"216","GMP"
"217","CD4 Naive"
"218","NK"
"219","CD8 Effector_1"
"220","CD8 Naive"
"221","Naive B"
"222","Naive B"
"223","CD8 Naive"
"224","LMPP"
"225","CD8 Memory_2"
"226","CD8 Naive"
"227","CD4 Memory"
"228","CD4 Memory"
"229","CD16 Mono"
"230","CD8 Naive"
"231","CD4 Memory"
"232","Naive B"
"233","CD14 Mono"
"234","CD8 Memory_2"
"235","pDC"
"236","CD8 Naive"
"237","CD4 Memory"
"238","CD8 Naive"
"239","Prog_DC"
"240","CD8 Memory_2"
"241","CD14 Mono"
"242","CD4 Memory"
"243","Naive B"
"244","LMPP"
"245","CD14 Mono"
"246","CD4 Naive"
"247","CD14 Mono"
"248","Prog_RBC"
"249","Prog_RBC"
"250","Prog_RBC"
"251","CD14 Mono"
"252","CD8 Naive"
"253","Naive B"
"254","CD14 Mono"
"255","CD14 Mono"
"256","CD4 Naive"
"257","Prog_B 1"
"258","Memory B"
"259","CD4 Memory"
"260","Prog_RBC"
"261","CD8 Naive"
"262","CD4 Memory"
"263","CD4 Naive"
"264","CD4 Memory"
"265","Naive B"
"266","CD14 Mono"
"267","gdT"
"268","CD4 Memory"
"269","CD4 Memory"
"270","Naive B"
"271","CD14 Mono"
"272","CD14 Mono"
"273","CD8 Naive"
"274","CD8 Naive"
"275","CD14 Mono"
"276","GMP"
"277","HSC"
"278","Naive B"
"279","CD14 Mono"
"280","Prog_RBC"
"281","CD8 Naive"
"282","MAIT"
"283","Memory B"
"284","CD4 Naive"
"285","Memory B"
"286","GMP"
"287","Prog_B 1"
"288","CD8 Naive"
"289","CD4 Memory"
"290","CD8 Effector_1"
"291","Memory B"
"292","Memory B"
"293","Prog_RBC"
"294","CD4 Naive"
"295","CD14 Mono"
"296","CD4 Naive"
"297","NK"
"298","CD8 Effector_2"
"299","CD4 Memory"
"300","pDC"
"301","CD8 Effector_1"
"302","CD8 Naive"
"303","CD8 Naive"
"304","Memory B"
"305","CD8 Naive"
"306","Naive B"
"307","Naive B"
"308","NK"
"309","NK"
"310","Prog_B 1"
"311","CD14 Mono"
"312","Memory B"
"313","gdT"
"314","CD4 Naive"
"315","CD14 Mono"
"316","Memory B"
"317","CD14 Mono"
"318","CD4 Naive"
"319","GMP"
"320","Naive B"
"321","CD14 Mono"
"322","CD14 Mono"
"323","CD14 Mono"
"324","CD4 Naive"
"325","CD8 Naive"
"326","CD4 Naive"
"327","CD14 Mono"
"328","CD8 Naive"
"329","LMPP"
"330","CD4 Naive"
"331","CD8 Naive"
"332","CD8 Naive"
"333","Prog_RBC"
"334","pDC"
"335","CD8 Naive"
"336","MAIT"
"337","CD4 Memory"
"338","NK"
"339","CD4 Memory"
"340","MAIT"
"341","Prog_RBC"
"342","CD14 Mono"
"343","CD8 Memory_2"
"344","CD4 Memory"
"345","CD4 Memory"
"346","CD8 Naive"
"347","CD14 Mono"
"348","NK"
"349","MAIT"
"350","CD4 Memory"
"351","Naive B"
"352","CD8 Naive"
"353","Naive B"
"354","GMP"
"355","Prog_RBC"
"356","CD4 Naive"
"357","CD14 Mono"
"358","NK"
"359","CD4 Naive"
"360","Prog_RBC"
"361","GMP"
"362","CD4 Memory"
"363","CD14 Mono"
"364","CD4 Naive"
"365","MAIT"
"366","NK"
"367","CD4 Naive"
"368","CD14 Mono"
"369","Naive B"
"370","CD8 Naive"
"371","CD4 Naive"
"372","CD8 Naive"
"373","CD4 Naive"
"374","CD8 Memory_2"
"375","CD8 Naive"
"376","Memory B"
"377","Naive B"
"378","GMP"
"379","CD14 Mono"
"380","Memory B"
"381","CD14 Mono"
"382","CD4 Naive"
"383","CD8 Naive"
"384","CD4 Naive"
"385","Memory B"
"386","CD14 Mono"
"387","CD8 Effector_2"
"388","CD14 Mono"
"389","Prog_Mk"
"390","Memory B"
"391","GMP"
"392","Memory B"
"393","Plasmablast"
"394","CD8 Naive"
"395","GMP"
"396","CD8 Memory_2"
"397","CD8 Memory_1"
"398","Prog_RBC"
"399","CD14 Mono"
"400","CD14 Mono"
"401","CD8 Naive"
"402","Memory B"
"403","NK"
"404","LMPP"
"405","Naive B"
"406","CD14 Mono"
"407","CD4 Naive"
"408","CD14 Mono"
"409","CD8 Naive"
"410","MAIT"
"411","CD14 Mono"
"412","CD4 Memory"
"413","Prog_RBC"
"414","CD8 Naive"
"415","CD14 Mono"
"416","CD8 Naive"
"417","Naive B"
"418","CD8 Memory_1"
"419","CD8 Memory_2"
"420","CD4 Memory"
"421","CD14 Mono"
"422","CD8 Naive"
"423","CD14 Mono"
"424","CD4 Naive"
"425","Memory B"
"426","CD8 Naive"
"427","CD4 Memory"
"428","cDC2"
"429","CD8 Naive"
"430","CD14 Mono"
"431","HSC"
"432","CD14 Mono"
"433","CD14 Mono"
"434","CD4 Naive"
"435","Prog_DC"
"436","CD4 Naive"
"437","Memory B"
"438","CD14 Mono"
"439","CD8 Naive"
"440","CD4 Naive"
"441","Memory B"
"442","CD14 Mono"
"443","CD14 Mono"
"444","CD8 Naive"
"445","Prog_B 2"
"446","CD4 Naive"
"447","CD8 Naive"
"448","Naive B"
"449","Prog_RBC"
"450","CD8 Naive"
"451","CD8 Naive"
"452","NK"
"453","Plasmablast"
"454","CD14 Mono"
"455","CD8 Naive"
"456","CD14 Mono"
"457","CD14 Mono"
"458","CD8 Memory_1"
"459","CD4 Memory"
"460","Plasmablast"
"461","Memory B"
"462","CD14 Mono"
"463","CD14 Mono"
"464","CD14 Mono"
"465","Treg"
"466","CD4 Naive"
"467","cDC2"
"468","CD4 Memory"
"469","GMP"
"470","CD4 Memory"
"471","Prog_RBC"
"472","MAIT"
"473","CD8 Naive"
"474","LMPP"
"475","CD4 Memory"
"476","CD4 Memory"
"477","CD4 Naive"
"478","CD14 Mono"
"479","CD14 Mono"
"480","CD8 Naive"
"481","CD14 Mono"
"482","CD8 Memory_2"
"483","CD14 Mono"
"484","CD4 Naive"
"485","CD14 Mono"
"486","gdT"
"487","GMP"
"488","Naive B"
"489","MAIT"
"490","Memory B"
"491","Treg"
"492","CD8 Memory_2"
"493","CD8 Naive"
"494","CD14 Mono"
"495","CD8 Naive"
"496","CD14 Mono"
"497","Naive B"
"498","CD4 Memory"
"499","CD14 Mono"
"500","CD4 Memory"
"501","NK"
"502","CD8 Naive"
"503","CD14 Mono"
"504","LMPP"
"505","CD14 Mono"
"506","CD8 Naive"
"507","CD8 Naive"
"508","CD8 Naive"
"509","CD14 Mono"
"510","CD14 Mono"
"511","CD14 Mono"
"512","CD8 Effector_1"
"513","CD14 Mono"
"514","CD14 Mono"
"515","CD14 Mono"
"516","NK"
"517","CD14 Mono"
"518","CD14 Mono"
"519","CD14 Mono"
"520","CD8 Naive"
"521","Prog_RBC"
"522","CD8 Naive"
"523","cDC2"
"524","CD4 Memory"
"525","Prog_RBC"
"526","CD14 Mono"
"527","CD14 Mono"
"528","NK"
"529","CD14 Mono"
"530","CD4 Naive"
"531","NK"
"532","Prog_Mk"
"533","CD8 Naive"
"534","CD4 Naive"
"535","Memory B"
"536","CD14 Mono"
"537","CD4 Naive"
"538","CD14 Mono"
"539","CD14 Mono"
"540","CD14 Mono"
"541","CD4 Memory"
"542","Prog_DC"
"543","CD8 Memory_1"
"544","HSC"
"545","CD8 Naive"
"546","CD14 Mono"
"547","CD14 Mono"
"548","CD4 Naive"
"549","CD4 Memory"
"550","CD4 Naive"
"551","CD4 Naive"
"552","CD16 Mono"
"553","Treg"
"554","CD8 Naive"
"555","CD4 Naive"
"556","CD4 Naive"
"557","CD4 Memory"
"558","Memory B"
"559","CD8 Naive"
"560","CD14 Mono"
"561","CD4 Naive"
"562","CD4 Memory"
"563","CD4 Memory"
"564","HSC"
"565","Prog_RBC"
"566","CD4 Naive"
"567","CD4 Naive"
"568","CD4 Memory"
"569","CD4 Memory"
"570","Memory B"
"571","CD56 bright NK"
"572","CD14 Mono"
"573","MAIT"
"574","CD8 Naive"
"575","Memory B"
"576","CD4 Memory"
"577","CD14 Mono"
"578","LMPP"
"579","CD14 Mono"
"580","CD4 Naive"
"581","CD4 Naive"
"582","CD4 Memory"
"583","CD14 Mono"
"584","CD14 Mono"
"585","CD16 Mono"
"586","CD8 Naive"
"587","CD4 Memory"
"588","CD14 Mono"
"589","Prog_RBC"
"590","Naive B"
"591","Naive B"
"592","CD14 Mono"
"593","Naive B"
"594","Prog_RBC"
"595","CD14 Mono"
"596","CD8 Naive"
"597","Prog_RBC"
"598","CD14 Mono"
"599","CD4 Naive"
"600","Plasmablast"
"601","Plasmablast"
"602","cDC2"
"603","CD8 Memory_1"
"604","CD4 Memory"
"605","CD4 Naive"
"606","CD4 Memory"
"607","CD4 Memory"
"608","CD8 Naive"
"609","CD14 Mono"
"610","CD8 Memory_2"
"611","CD4 Naive"
"612","CD8 Memory_2"
"613","cDC2"
"614","CD14 Mono"
"615","CD8 Memory_2"
"616","CD14 Mono"
"617","Prog_B 2"
"618","CD4 Naive"
"619","CD8 Memory_2"
"620","CD8 Memory_1"
"621","CD8 Naive"
"622","CD14 Mono"
"623","CD14 Mono"
"624","CD8 Naive"
"625","Naive B"
"626","Memory B"
"627","HSC"
"628","CD16 Mono"
"629","CD14 Mono"
"630","cDC2"
"631","CD4 Naive"
"632","CD14 Mono"
"633","CD4 Memory"
"634","CD4 Naive"
"635","CD8 Memory_1"
"636","CD4 Naive"
"637","cDC2"
"638","CD4 Memory"
"639","cDC2"
"640","CD8 Naive"
"641","CD4 Naive"
"642","Prog_B 2"
"643","CD4 Memory"
"644","CD14 Mono"
"645","Prog_Mk"
"646","CD8 Effector_1"
"647","CD4 Naive"
"648","CD4 Memory"
"649","CD14 Mono"
"650","CD8 Effector_2"
"651","Prog_DC"
"652","CD8 Naive"
"653","CD8 Effector_1"
"654","CD4 Naive"
"655","CD8 Effector_2"
"656","CD14 Mono"
"657","Prog_RBC"
"658","CD8 Naive"
"659","CD14 Mono"
"660","CD4 Naive"
"661","CD8 Memory_2"
"662","CD4 Naive"
"663","CD8 Naive"
"664","CD14 Mono"
"665","CD8 Naive"
"666","CD14 Mono"
"667","CD14 Mono"
"668","CD14 Mono"
"669","CD14 Mono"
"670","CD4 Memory"
"671","CD4 Memory"
"672","CD4 Memory"
"673","CD14 Mono"
"674","Naive B"
"675","CD4 Memory"
"676","GMP"
"677","CD8 Naive"
"678","Naive B"
"679","Naive B"
"680","CD4 Memory"
"681","CD14 Mono"
"682","CD8 Effector_1"
"683","CD8 Naive"
"684","GMP"
"685","CD14 Mono"
"686","Memory B"
"687","Prog_RBC"
"688","CD14 Mono"
"689","Prog_RBC"
"690","NK"
"691","LMPP"
"692","CD14 Mono"
"693","CD8 Effector_2"
"694","cDC2"
"695","CD14 Mono"
"696","cDC2"
"697","Naive B"
"698","LMPP"
"699","Naive B"
"700","CD8 Naive"
"701","CD8 Naive"
"702","CD14 Mono"
"703","CD14 Mono"
"704","CD4 Naive"
"705","Naive B"
"706","CD8 Memory_2"
"707","CD4 Memory"
"708","CD4 Naive"
"709","CD14 Mono"
"710","CD14 Mono"
"711","Naive B"
"712","GMP"
"713","CD8 Memory_1"
"714","CD14 Mono"
"715","CD8 Memory_1"
"716","CD8 Naive"
"717","Memory B"
"718","CD14 Mono"
"719","CD14 Mono"
"720","Prog_RBC"
"721","Memory B"
"722","CD14 Mono"
"723","CD8 Naive"
"724","CD14 Mono"
"725","cDC2"
"726","Memory B"
"727","CD4 Naive"
"728","cDC2"
"729","CD14 Mono"
"730","CD14 Mono"
"731","gdT"
"732","CD8 Naive"
"733","LMPP"
"734","CD4 Naive"
"735","CD8 Naive"
"736","CD4 Memory"
"737","CD14 Mono"
"738","CD8 Naive"
"739","CD14 Mono"
"740","CD4 Naive"
"741","Plasmablast"
"742","CD14 Mono"
"743","CD4 Naive"
"744","CD8 Naive"
"745","CD4 Naive"
"746","CD4 Naive"
"747","CD4 Naive"
"748","Naive B"
"749","CD4 Memory"
"750","Prog_B 2"
"751","CD14 Mono"
"752","CD14 Mono"
"753","CD14 Mono"
"754","CD14 Mono"
"755","CD14 Mono"
"756","cDC2"
"757","CD4 Naive"
"758","CD8 Memory_1"
"759","CD8 Naive"
"760","CD4 Memory"
"761","CD14 Mono"
"762","CD8 Naive"
"763","pDC"
"764","CD4 Naive"
"765","CD4 Naive"
"766","CD4 Naive"
"767","Treg"
"768","CD14 Mono"
"769","CD14 Mono"
"770","NK"
"771","CD8 Effector_2"
"772","CD4 Memory"
"773","CD8 Naive"
"774","CD4 Naive"
"775","CD4 Memory"
"776","CD14 Mono"
"777","CD14 Mono"
"778","CD14 Mono"
"779","CD8 Naive"
"780","Naive B"
"781","CD14 Mono"
"782","CD4 Naive"
"783","GMP"
"784","Memory B"
"785","CD4 Naive"
"786","CD8 Naive"
"787","CD14 Mono"
"788","CD8 Naive"
"789","CD14 Mono"
"790","CD4 Memory"
"791","CD14 Mono"
"792","CD8 Naive"
"793","CD16 Mono"
"794","CD4 Naive"
"795","Naive B"
"796","Naive B"
"797","NK"
"798","CD8 Naive"
"799","CD4 Naive"
"800","CD8 Memory_1"
"801","CD4 Naive"
"802","CD4 Naive"
"803","CD14 Mono"
"804","CD4 Naive"
"805","MAIT"
"806","Naive B"
"807","LMPP"
"808","GMP"
"809","CD4 Memory"
"810","CD14 Mono"
"811","Naive B"
"812","NK"
"813","CD4 Naive"
"814","Prog_RBC"
"815","CD14 Mono"
"816","Naive B"
"817","CD4 Naive"
"818","CD4 Memory"
"819","CD4 Naive"
"820","CD4 Memory"
"821","CD14 Mono"
"822","CD8 Naive"
"823","Naive B"
"824","CD14 Mono"
"825","Naive B"
"826","CD14 Mono"
"827","CD14 Mono"
"828","cDC2"
"829","CD4 Naive"
"830","CD4 Naive"
"831","CD8 Naive"
"832","CD4 Memory"
"833","Naive B"
"834","Naive B"
"835","CD4 Naive"
"836","CD14 Mono"
"837","CD4 Memory"
"838","CD14 Mono"
"839","CD8 Naive"
"840","CD14 Mono"
"841","Prog_RBC"
"842","MAIT"
"843","CD8 Naive"
"844","CD8 Naive"
"845","Treg"
"846","CD4 Memory"
"847","Naive B"
"848","CD4 Memory"
"849","CD14 Mono"
"850","CD4 Naive"
"851","CD8 Effector_1"
"852","CD8 Naive"
"853","Prog_RBC"
"854","CD8 Effector_1"
"855","CD4 Memory"
"856","CD4 Naive"
"857","CD8 Naive"
"858","Naive B"
"859","CD14 Mono"
"860","CD4 Naive"
"861","CD14 Mono"
"862","Memory B"
"863","CD14 Mono"
"864","Prog_RBC"
"865","CD4 Naive"
"866","HSC"
"867","Memory B"
"868","CD4 Naive"
"869","NK"
"870","CD14 Mono"
"871","MAIT"
"872","CD8 Naive"
"873","CD14 Mono"
"874","NK"
"875","CD4 Naive"
"876","CD14 Mono"
"877","CD4 Memory"
"878","CD14 Mono"
"879","CD14 Mono"
"880","Naive B"
"881","CD14 Mono"
"882","CD8 Naive"
"883","CD14 Mono"
"884","Naive B"
"885","LMPP"
"886","CD14 Mono"
"887","CD4 Memory"
"888","CD14 Mono"
"889","CD4 Memory"
"890","Naive B"
"891","Memory B"
"892","CD8 Naive"
"893","Memory B"
"894","GMP"
"895","CD14 Mono"
"896","pDC"
"897","CD4 Memory"
"898","MAIT"
"899","CD14 Mono"
"900","CD4 Naive"
"901","CD4 Naive"
"902","Treg"
"903","CD4 Memory"
"904","Naive B"
"905","CD8 Naive"
"906","Naive B"
"907","CD4 Naive"
"908","CD8 Naive"
"909","CD4 Naive"
"910","Naive B"
"911","CD14 Mono"
"912","CD4 Naive"
"913","Memory B"
"914","CD4 Memory"
"915","Prog_DC"
"916","CD14 Mono"
"917","Naive B"
"918","CD14 Mono"
"919","CD8 Naive"
"920","Prog_RBC"
"921","MAIT"
"922","GMP"
"923","CD8 Naive"
"924","CD8 Naive"
"925","HSC"
"926","CD4 Naive"
"927","CD8 Naive"
"928","CD4 Memory"
"929","CD4 Memory"
"930","CD14 Mono"
"931","CD14 Mono"
"932","Plasmablast"
"933","CD8 Naive"
"934","GMP"
"935","CD14 Mono"
"936","CD8 Naive"
"937","CD8 Naive"
"938","CD8 Naive"
"939","CD14 Mono"
"940","Memory B"
"941","CD8 Memory_2"
"942","CD14 Mono"
"943","CD14 Mono"
"944","CD14 Mono"
"945","Naive B"
"946","Prog_DC"
"947","Naive B"
"948","CD8 Effector_1"
"949","CD14 Mono"
"950","CD4 Memory"
"951","Naive B"
"952","CD4 Naive"
"953","Prog_RBC"
"954","Treg"
"955","Naive B"
"956","CD4 Naive"
"957","CD4 Naive"
"958","CD14 Mono"
"959","NK"
"960","CD14 Mono"
"961","CD4 Memory"
"962","CD16 Mono"
"963","pDC"
"964","CD14 Mono"
"965","CD14 Mono"
"966","CD14 Mono"
"967","Memory B"
"968","Prog_RBC"
"969","HSC"
"970","Memory B"
"971","Prog_RBC"
"972","CD14 Mono"
"973","NK"
"974","CD14 Mono"
"975","Naive B"
"976","CD4 Naive"
"977","Prog_B 2"
"978","Prog_DC"
"979","GMP"
"980","CD4 Naive"
"981","CD8 Naive"
"982","CD4 Naive"
"983","CD4 Memory"
"984","CD4 Naive"
"985","CD16 Mono"
"986","CD14 Mono"
"987","CD4 Memory"
"988","CD8 Naive"
"989","gdT"
"990","CD8 Naive"
"991","NK"
"992","CD14 Mono"
"993","CD4 Naive"
"994","CD8 Naive"
"995","CD14 Mono"
"996","CD4 Naive"
"997","CD14 Mono"
"998","CD8 Memory_2"
"999","CD4 Memory"
"1000","CD4 Memory"
"1001","NK"
"1002","Prog_RBC"
"1003","CD8 Naive"
"1004","GMP"
"1005","CD14 Mono"
"1006","GMP"
"1007","Memory B"
"1008","CD16 Mono"
"1009","Memory B"
"1010","CD8 Naive"
"1011","NK"
"1012","CD4 Naive"
"1013","CD4 Memory"
"1014","GMP"
"1015","CD8 Naive"
"1016","CD14 Mono"
"1017","gdT"
"1018","Memory B"
"1019","Prog_RBC"
"1020","CD4 Naive"
"1021","CD8 Memory_2"
"1022","CD14 Mono"
"1023","CD14 Mono"
"1024","CD4 Naive"
"1025","CD14 Mono"
"1026","Prog_RBC"
"1027","CD8 Naive"
"1028","CD4 Memory"
"1029","Naive B"
"1030","CD14 Mono"
"1031","Naive B"
"1032","CD14 Mono"
"1033","GMP"
"1034","CD14 Mono"
"1035","Prog_DC"
"1036","CD4 Memory"
"1037","CD8 Naive"
"1038","CD4 Naive"
"1039","Memory B"
"1040","CD14 Mono"
"1041","CD14 Mono"
"1042","MAIT"
"1043","CD4 Naive"
"1044","CD8 Naive"
"1045","CD14 Mono"
"1046","NK"
"1047","gdT"
"1048","CD4 Memory"
"1049","cDC2"
"1050","CD4 Memory"
"1051","CD14 Mono"
"1052","CD4 Naive"
"1053","CD14 Mono"
"1054","CD14 Mono"
"1055","CD14 Mono"
"1056","CD4 Memory"
"1057","CD8 Naive"
"1058","Naive B"
"1059","CD4 Memory"
"1060","CD14 Mono"
"1061","CD14 Mono"
"1062","CD4 Memory"
"1063","CD14 Mono"
"1064","CD8 Effector_1"
"1065","LMPP"
"1066","CD14 Mono"
"1067","CD4 Naive"
"1068","CD4 Memory"
"1069","CD4 Memory"
"1070","CD4 Memory"
"1071","Prog_RBC"
"1072","Memory B"
"1073","CD14 Mono"
"1074","CD4 Naive"
"1075","HSC"
"1076","CD4 Naive"
"1077","LMPP"
"1078","CD8 Naive"
"1079","CD14 Mono"
"1080","Naive B"
"1081","Memory B"
"1082","CD14 Mono"
"1083","CD4 Naive"
"1084","Prog_DC"
"1085","CD14 Mono"
"1086","CD14 Mono"
"1087","CD14 Mono"
"1088","NK"
"1089","NK"
"1090","CD14 Mono"
"1091","CD14 Mono"
"1092","CD4 Memory"
"1093","cDC2"
"1094","Prog_DC"
"1095","CD4 Naive"
"1096","CD8 Effector_2"
"1097","CD14 Mono"
"1098","NK"
"1099","CD16 Mono"
"1100","CD4 Naive"
"1101","CD4 Naive"
"1102","cDC2"
"1103","MAIT"
"1104","CD8 Memory_2"
"1105","MAIT"
"1106","CD8 Memory_2"
"1107","CD8 Naive"
"1108","HSC"
"1109","CD14 Mono"
"1110","Naive B"
"1111","Prog_RBC"
"1112","Naive B"
"1113","CD4 Naive"
"1114","CD14 Mono"
"1115","CD8 Naive"
"1116","CD4 Memory"
"1117","CD14 Mono"
"1118","CD8 Naive"
"1119","CD8 Naive"
"1120","CD4 Naive"
"1121","CD14 Mono"
"1122","Prog_RBC"
"1123","GMP"
"1124","CD14 Mono"
"1125","CD14 Mono"
"1126","CD14 Mono"
"1127","CD14 Mono"
"1128","Naive B"
"1129","Treg"
"1130","CD14 Mono"
"1131","CD14 Mono"
"1132","CD8 Effector_2"
"1133","CD14 Mono"
"1134","CD14 Mono"
"1135","CD14 Mono"
"1136","Treg"
"1137","CD14 Mono"
"1138","CD14 Mono"
"1139","CD14 Mono"
"1140","CD4 Memory"
"1141","Prog_RBC"
"1142","CD8 Naive"
"1143","CD4 Naive"
"1144","NK"
"1145","CD14 Mono"
"1146","CD4 Naive"
"1147","CD4 Naive"
"1148","CD14 Mono"
"1149","CD14 Mono"
"1150","CD8 Naive"
"1151","Memory B"
"1152","CD8 Naive"
"1153","Memory B"
"1154","cDC2"
"1155","Prog_RBC"
"1156","Naive B"
"1157","Prog_DC"
"1158","Prog_RBC"
"1159","NK"
"1160","Naive B"
"1161","Memory B"
"1162","Naive B"
"1163","CD8 Naive"
"1164","CD16 Mono"
"1165","CD4 Naive"
"1166","CD14 Mono"
"1167","CD4 Naive"
"1168","MAIT"
"1169","Naive B"
"1170","CD4 Naive"
"1171","CD4 Naive"
"1172","CD4 Naive"
"1173","CD8 Naive"
"1174","Naive B"
"1175","Memory B"
"1176","cDC2"
"1177","Naive B"
"1178","CD8 Naive"
"1179","CD14 Mono"
"1180","CD8 Memory_1"
"1181","CD4 Naive"
"1182","Prog_RBC"
"1183","CD14 Mono"
"1184","CD14 Mono"
"1185","CD14 Mono"
"1186","Prog_Mk"
"1187","CD4 Naive"
"1188","MAIT"
"1189","CD8 Naive"
"1190","CD14 Mono"
"1191","CD14 Mono"
"1192","CD4 Memory"
"1193","CD4 Memory"
"1194","CD4 Memory"
"1195","Prog_B 2"
"1196","CD14 Mono"
"1197","MAIT"
"1198","GMP"
"1199","CD8 Effector_2"
"1200","GMP"
"1201","CD14 Mono"
"1202","CD4 Naive"
"1203","Naive B"
"1204","Memory B"
"1205","CD14 Mono"
"1206","Naive B"
"1207","MAIT"
"1208","CD4 Memory"
"1209","CD4 Naive"
"1210","GMP"
"1211","CD8 Naive"
"1212","pDC"
"1213","CD4 Naive"
"1214","CD14 Mono"
"1215","CD16 Mono"
"1216","CD14 Mono"
"1217","CD4 Naive"
"1218","CD8 Memory_2"
"1219","CD4 Naive"
"1220","CD4 Naive"
"1221","CD4 Memory"
"1222","CD14 Mono"
"1223","CD14 Mono"
"1224","CD4 Naive"
"1225","CD4 Memory"
"1226","CD8 Naive"
"1227","CD14 Mono"
"1228","CD4 Naive"
"1229","CD4 Memory"
