"","dim1","dim2"
"b.cells1217",24.5969830020029,122.091860935935
"b.cells8941",41.8647641620483,130.560217400316
"b.cells147",7.2265073790734,119.994834828167
"b.cells7841",24.7253021020651,130.653991353421
"b.cells901",7.98838393094096,140.969107863892
"b.cells5198",19.2422841808609,131.984828004827
"b.cells3847",15.9336813730739,131.905542803046
"b.cells702",-35.6895045554251,100.425285306095
"b.cells3209",7.47141207799312,120.075517983197
"b.cells6689",0.932922465204917,102.738503136835
"b.cells9269",-1.23509221634138,143.039741397203
"b.cells4721",33.4402436088477,120.086782860743
"b.cells1427",22.8108363850469,141.313371886756
"b.cells5444",14.5117433505065,130.620734569306
"b.cells1962",1.80506157700713,130.908991177198
"b.cells8986",37.8475375236615,144.894919252123
"b.cells3895",-31.1383818104379,116.816121608089
"b.cells3109",3.84943821552525,118.483354047625
"b.cells1600",13.5859219037151,139.649904948231
"b.cells8959",13.4111949300402,135.132413184816
"b.cells1664",0.223042989816824,128.491135982522
"b.cells8999",30.217082804491,137.321075513471
"b.cells1340",10.7438644773662,134.146401616894
"b.cells1316",23.7639076297851,114.480711619384
"b.cells1052",23.7743879648241,147.302583391385
"b.cells5111",16.3184735955581,134.438268405348
"b.cells2999",21.9804563661666,131.568460095612
"b.cells267",4.43053148705919,123.744361160158
"b.cells3093",24.6123189816607,140.37819978349
"b.cells7411",24.9034174159687,132.719339150555
"b.cells355",11.9807149684724,141.002139673558
"b.cells5642",5.86190981477545,144.184681628856
"b.cells2798",23.8792145330006,143.156643580457
"b.cells2039",0.552715049693615,121.706431399314
"b.cells1335",46.9658377515763,134.405658541397
"b.cells3251",29.4851285216605,117.819744778069
"b.cells1548",16.8413039640409,139.454740148321
"b.cells1297",6.01352944710498,142.849893568962
"b.cells4346",10.1903401616462,138.843654827186
"b.cells386",26.3294733585252,133.594337156391
"b.cells7116",10.1841689419704,132.420153206239
"b.cells1006",20.5306368970369,138.769025312572
"b.cells9478",26.3446364656699,126.926286825291
"b.cells1215",4.92440442317831,131.029266011511
"b.cells2191",33.5106924215124,127.191987778704
"b.cells9104",26.2384697963535,138.948907474664
"b.cells9430",36.716600381949,128.656413741584
"b.cells2783",25.7814942949091,135.721915482351
"b.cells1231",32.1305107548184,134.512157542956
"b.cells7945",17.4688862958564,141.830080777194
"b.cells7417",12.7996253877204,146.647550332937
"b.cells9127",20.4961745893073,135.429956323321
"b.cells9910",23.9933132476577,148.620351393218
"b.cells9388",17.7564329965027,123.668576479726
"b.cells4843",9.61410434297415,143.028101923765
"b.cells2824",45.963878653074,126.927733457618
"b.cells2506",-52.7250995798882,105.659674024453
"b.cells5012",8.02230434992492,129.490933523772
"b.cells4949",6.94493861466866,134.644694747185
"b.cells3171",27.4511664164183,129.968124109608
"b.cells9579",39.2284041206746,136.566820390512
"b.cells6312",23.2826486317526,149.645502888362
"b.cells1269",35.8316159485532,132.083618779304
"b.cells4211",34.9844694103337,143.541992922784
"b.cells9099",-77.8903505443973,107.7368618771
"b.cells4655",48.1862066124871,129.739201087678
"b.cells9036",8.28248885052617,145.225063532532
"b.cells5947",-34.3207851035389,114.775611936444
"b.cells6284",10.7757814546614,133.236327887297
"b.cells8645",38.0781526827283,134.607092483139
"b.cells5000",27.1356839862571,140.368653663772
"b.cells9782",29.526087504067,135.630248679093
"b.cells3226",24.6842490436504,121.085767497856
"b.cells4786",16.5242375738229,123.403563866016
"b.cells3549",-4.84689304086285,139.31296692852
"b.cells6238",24.8788503881794,137.357052263869
"b.cells7371",18.7535698208377,140.410486886507
"b.cells5625",30.3922045553279,136.286725464353
"b.cells9747",13.9915272321104,123.830091272554
"b.cells5732",29.5600658999697,138.168700405199
"b.cells4362",15.5779863600194,132.855601497325
"b.cells2271",-23.9373860243564,115.764965011343
"b.cells817",17.775786262818,138.267158594933
"b.cells8445",15.9369832137862,122.060799825134
"b.cells2331",25.7011718615116,126.820086621977
"b.cells9813",23.448528776999,127.983968797232
"b.cells5977",48.5410884202386,132.618719624806
"b.cells9916",1.13821286314425,139.261696092884
"b.cells3729",36.0981520332853,129.349120148314
"b.cells5511",4.81878378566869,124.919771210004
"b.cells4263",16.3152292038426,143.243995849547
"b.cells5716",34.0760353388348,115.124965810615
"b.cells4292",7.20861196380106,137.364746730936
"b.cells2231",30.2539368670231,134.030953505875
"b.cells844",20.9805418680009,135.293174822628
"b.cells6322",22.1137661255079,127.505821456241
"b.cells4276",31.3122145198321,147.313774941288
"b.cells722",4.29852570489672,138.279710924255
"b.cells7958",17.3755603161094,146.989983058582
"b.cells9943",24.6070825682321,138.703116924278
"b.cells7509",35.2031407600211,143.076609539874
"b.cells5793",59.6488316495033,137.736860795192
"b.cells7027",-19.1050710943292,118.678430413718
"b.cells4233",30.1723147101034,139.075407349967
"b.cells3406",25.3093323436333,141.603753912243
"b.cells7523",12.2349022887339,148.339687723484
"b.cells4202",25.7933761497751,150.332038452726
"b.cells5558",13.4876497562992,138.859909308879
"b.cells1151",25.961196271792,144.37440410802
"b.cells3002",28.8943593631679,136.154727277364
"b.cells4743",19.1423595939107,137.533528075533
"b.cells3416",-34.7383051039869,109.927002665775
"b.cells5949",-2.22865294311803,128.088005654823
"b.cells754",12.385920233811,129.323971787851
"b.cells9466",22.7223552984766,117.36188690018
"b.cells220",21.1437355297762,131.944210174098
"b.cells8333",28.4750348135104,145.305226147834
"b.cells6260",-16.7248405839753,107.539018744226
"b.cells3070",24.9673056896006,122.929058921114
"b.cells7349",28.7246848100943,117.273809587383
"b.cells6323",22.993947860969,138.855955922701
"b.cells9820",-46.3366449409869,117.912642740193
"b.cells9953",38.7913157956794,130.353829612344
"b.cells8738",-23.7947084237961,115.433430513166
"b.cells8013",-4.17182998017073,136.784631678193
"b.cells8129",14.2216940982066,144.178645782432
"b.cells8255",5.90582125117976,130.165415312214
"b.cells7246",-26.7254581995223,108.707368331337
"b.cells9720",18.4638560386864,126.398734756903
"b.cells6320",1.30540866343149,113.845049126621
"b.cells6532",-2.32290529893032,131.692097073339
"b.cells5223",-3.40807849497924,139.60878888395
"b.cells3138",-9.85253050155491,137.342835840716
"b.cells7588",32.7001554202779,139.030943699105
"b.cells5201",1.17077508226611,132.652590982216
"b.cells7236",20.7075123513409,150.079646133995
"b.cells3040",26.5644103241982,122.192621962384
"b.cells3993",24.4803683917002,135.228388737533
"b.cells2019",48.1815849578124,136.867168078474
"b.cells9735",27.7071527167145,142.865676552112
"b.cells5593",19.7011203531537,156.042725677637
"b.cells2769",-31.845960454864,113.810403260316
"b.cells1828",12.8343530549191,143.725741375323
"b.cells7484",-17.3458735759983,130.729824337148
"b.cells5595",10.2348167624795,143.05701942973
"b.cells9201",25.6968545557859,133.458747933566
"b.cells6304",-37.1978591066394,107.782912886885
"b.cells6915",9.55654247734606,142.473454690122
"b.cells4729",16.1585313190645,127.080734236863
"b.cells8390",42.9633324239916,126.00315711797
"b.cells4167",-0.491576375405839,111.140908853099
"b.cells310",37.9744480265173,128.114447583572
"b.cells2547",16.1653749987511,141.782461968097
"b.cells3303",36.7970681211798,135.902060563526
"b.cells1317",13.3953813460409,138.11721593839
"b.cells4926",-24.8135508955754,104.861888741264
"b.cells7909",18.4626675790971,133.942603223039
"b.cells3324",6.99764063017938,121.961890850644
"b.cells5017",28.3572366210865,146.547545065457
"b.cells4874",19.5345673358435,132.939190950534
"b.cells7855",-23.1602744389354,118.103734779885
"b.cells5587",17.1578047324211,149.36579614033
"b.cells9991",19.4218900538228,146.366422632057
"b.cells7957",-6.16868267322781,132.095769144277
"b.cells9854",-22.2066793444852,117.85090934662
"b.cells2091",43.3639841446637,126.146857908495
"b.cells7383",48.6374699643877,136.892897450283
"b.cells3026",13.3065627582296,136.804272567563
"b.cells4821",12.1734006388656,127.320380892172
"b.cells9745",39.038244462909,144.122245699308
"b.cells4176",-26.1655124934676,111.33262030312
"b.cells2406",14.0178099421519,138.051690735198
"b.cells2138",20.9978224487933,128.933829549335
"b.cells6783",21.0397848864082,124.08281159559
"b.cells9647",-30.5277148842512,111.900303564672
"b.cells4695",11.1692317309942,139.671304151995
"b.cells7611",19.9843597153775,125.557735840249
"b.cells5651",-5.19031645911977,133.675732679977
"b.cells9502",14.6185450683684,134.663956782092
"b.cells7839",23.6282538744951,132.443213874673
"b.cells5232",-20.4998047699592,114.138110613462
"b.cells5868",34.2340077543257,131.488841831404
"b.cells2595",28.7534194807471,137.846798466682
"b.cells2749",39.3955453254904,137.186438908851
"b.cells641",36.0502522932769,128.833046663162
"b.cells5536",17.3755635170226,129.925913776846
"b.cells2579",30.9684112822051,129.294946643366
"b.cells33",13.6871805961887,116.544543403643
"b.cells5794",29.9370261536359,135.604634169736
"b.cells9990",17.716735427873,130.293645662948
"b.cells8299",14.7788432821716,134.814111361675
"b.cells291",8.31710852744039,101.055076840853
"b.cells5892",32.106529869089,140.309413644971
"b.cells2637",26.393688465886,129.370770385723
"b.cells1185",-5.08944420690097,143.303014416639
"b.cells989",-0.332673846249009,134.633973491464
"b.cells7347",19.5276413643344,132.381225716078
"b.cells157",30.4273821363621,144.754888497897
"b.cells486",34.9845253002151,128.74481655276
"b.cells7339",24.3522588917705,141.684856337732
"b.cells3507",26.8994869723361,130.988185294547
"b.cells7449",4.01172797210951,120.378809088712
"b.cells3690",-31.0143132922919,120.62718696829
"b.cells7845",23.6834185100863,142.105003752161
"b.cells253",22.2726469725917,145.161581490317
"b.cells4968",20.170458427208,132.26455422216
"b.cells8056",18.6529439413917,133.435333739712
"b.cells5343",3.08225354032955,120.005563032032
"b.cells2616",31.9859940487381,132.106562573282
"b.cells3380",17.4378595119691,136.434463098792
"b.cells3620",12.915073504744,131.957361538995
"b.cells4209",22.337137020702,129.617042049048
"b.cells9005",18.5457984026002,131.165638107038
"b.cells7689",28.0689623805159,125.324676294041
"b.cells7232",-11.6239260316821,116.950181702356
"b.cells2752",2.49759083278915,121.255307244584
"b.cells4477",29.8208565430096,130.029504135881
"b.cells2818",38.4365735350271,135.238078281585
"b.cells6822",26.5068842171792,130.47229318048
"b.cells8041",-6.57160404169592,114.035098040704
"b.cells6418",31.6834701879558,134.078628584472
"b.cells4050",35.41304115995,138.955062215128
"b.cells9322",15.9181917132832,137.340739673137
"b.cells2381",23.2794206431855,144.218085226804
"b.cells5960",21.2931448265552,138.99122813617
"b.cells7421",15.3959359664698,125.352886713414
"b.cells6791",26.8253081856437,130.291268700876
"b.cells1130",21.2120953952208,133.627242861682
"b.cells6224",46.0457521556648,133.679426202597
"b.cells3025",28.5246095330973,130.677310826832
"b.cells3455",6.72009044000625,130.625421259043
"b.cells9598",15.2865295827055,122.112811728204
"b.cells5272",9.11129679218361,124.858227640188
"b.cells4344",44.1067631164173,122.988059331881
"b.cells9286",33.9544422422467,123.736051479367
"b.cells4426",16.7390592848057,121.978447493771
"b.cells1865",-28.7914394153995,114.588912118018
"b.cells9696",19.4649439036552,141.90651198202
"b.cells5363",19.552096006321,139.389922185554
"b.cells7516",5.36916716331151,140.115949633847
"b.cells8929",13.1905659241556,134.510505683741
"b.cells6667",20.9490758069434,137.145912481847
"b.cells3981",18.2064431559582,135.895348204378
"b.cells3983",40.7001562507054,135.878224052882
"b.cells1428",-51.6780806858229,100.021937163056
"b.cells1922",-3.76011735611381,112.821567136976
"b.cells1878",-9.09622997039446,127.718850466491
"b.cells3990",7.78878269338901,135.136843250828
"b.cells3402",47.2115685749843,144.156482203178
"b.cells8151",40.5376519821994,137.583445014721
"b.cells1938",12.7032134814345,128.15726064648
"b.cells8415",21.0511562858461,139.200068408152
"b.cells3878",17.8429542852918,140.877181278498
"b.cells1497",28.0978878533617,143.279330278132
"b.cells10041",25.8794800546069,138.633376049822
"b.cells3584",29.2393383172273,132.654649524894
"b.cells4171",-12.8179050567822,111.67430035697
"b.cells1819",49.5165700588144,132.508931709152
"b.cells6421",-7.84473151550773,128.678348364121
"b.cells8980",30.9527424304054,114.344969390368
"b.cells7160",34.752362446033,131.396025353851
"b.cells8607",36.2345251097009,138.819542031089
"b.cells9298",-30.5896838786619,120.803759816403
"b.cells1901",42.5982828793281,129.927817152115
"b.cells4609",41.4510865573133,134.096427474946
"b.cells3764",5.10442394919178,140.493327271225
"b.cells3648",23.5338441005037,134.474209365957
"b.cells272",-22.9983063447258,100.718047203178
"b.cells9059",26.9121526795341,139.542697766703
"b.cells4002",33.3194438578061,117.409955295833
"b.cells9315",7.59780094800921,133.693852939684
"b.cells2652",-25.4730575015736,129.857084672418
"b.cells5040",23.1840401307782,126.143284425014
"b.cells9531",8.53125860614191,144.516472668726
"b.cells3602",23.6318302204874,140.717306479241
"b.cells3024",38.9922616530003,130.286470221363
"b.cells334",9.03998041243993,109.401532035199
"b.cells6501",45.4275846623829,133.765503785554
"b.cells8967",19.6639617040093,135.331929331442
"b.cells439",5.2696144069566,133.367734893308
"b.cells1959",-50.4292098372741,111.945265043916
"b.cells7238",3.48825128408114,127.099406670689
"b.cells1271",29.6995595065628,127.55261429743
"b.cells6899",-19.7098848218871,119.893977513652
"b.cells9887",21.867810340732,135.623219138939
"b.cells9185",9.66989795608161,139.184255244921
"b.cells5769",12.3545291251335,121.227093486458
"b.cells7115",22.0289694332341,130.263426835976
"b.cells4735",36.6634283665041,134.624091656867
"b.cells7472",-8.62770960505529,129.886572656055
"b.cells31",43.183447142069,137.431339181189
"b.cells5426",45.4800878390686,132.333059265403
"b.cells4476",15.317524121646,142.341858172489
"b.cells3206",9.16397027717321,133.616782512309
"b.cells8122",-32.2325716502674,115.25938561561
"b.cells9504",22.5832718574464,133.482276872837
"b.cells6420",44.6154482498401,133.448432205039
"b.cells2270",11.7386955949674,111.292962775378
"b.cells7961",28.8635499781765,139.117325449614
"b.cells7042",10.1679456129517,139.043981536609
"b.cells9486",-0.134341624966362,143.332051187301
"b.cells2576",27.0210884255427,126.713020279486
"b.cells8536",25.837350909169,136.643208682391
"b.cells4739",33.7943889448566,137.10808606523
"b.cells2967",12.1068007184986,138.943269891187
"b.cells3837",-11.3738579512513,114.398665175952
"b.cells7373",18.1527447163567,130.356114615072
"b.cells979",11.5078634341283,114.009171958385
"b.cells4091",18.2316690657135,135.956793144126
"b.cells6385",39.9028792110342,121.812377351317
"b.cells2866",1.03711995522113,145.871509454227
"b.cells1999",-0.374039306579992,111.177822780879
"b.cells21",38.1967461840657,134.841177375129
"b.cells1047",49.8491325576474,152.887886567029
"b.cells2085",23.3561607324601,127.582269591521
"b.cells1117",35.2224227814343,134.845532625679
"b.cells6665",35.9293147088267,142.31152253785
"b.cells1875",29.182770504294,121.943396743988
"b.cells9551",27.0448145051953,114.46956548709
"b.cells9183",25.7368167553111,129.665235545039
"b.cells6707",37.9112510165855,128.882541041211
"b.cells7173",16.5238171118964,126.036540129678
"b.cells7100",32.5376833614564,130.47123569291
"b.cells6325",26.6749003496986,145.802675337624
"b.cells1619",-0.623824072145801,132.508296432323
"b.cells8946",19.7223379475851,140.597201669826
"b.cells5471",-3.9340863350734,109.87029643796
"b.cells10010",-4.91346598240152,117.534810520817
"b.cells183",5.27538663186056,139.455188464593
"b.cells9941",16.1161346752152,121.803309953254
"b.cells6647",6.54235455530992,126.749484816498
"b.cells4035",9.48323869962354,136.394500742542
"b.cells7331",28.4583020829467,138.561209183465
"b.cells7512",-5.9691824783914,147.809113208037
"b.cells5553",-21.1064636814651,111.943925639609
"b.cells1827",35.8851899693071,142.183750859812
"b.cells7340",-5.06557416820142,114.064332032547
"b.cells897",24.3150381935047,136.770034030116
"b.cells6023",7.12740130655832,136.007276339818
"b.cells4025",35.7820902489915,133.954406256192
"b.cells7513",8.07941976065568,125.583255003241
"b.cells7815",12.0126153093232,126.86859262863
"b.cells9357",32.1458209221228,127.930108440966
"b.cells2089",1.54546211445976,126.540302027306
"b.cells8385",-1.92249107985682,130.139995128862
"b.cells4032",22.4423456580532,134.603998644825
"b.cells4961",32.9446128092444,130.651299500335
"b.cells7493",18.9133944673708,136.760975361527
"b.cells1282",13.6416951984699,124.493294439218
"b.cells3982",31.7717891135376,131.622817994338
"b.cells6399",-5.34224393989159,118.987363134626
"b.cells8773",20.435166346353,118.944761605783
"b.cells3329",3.62873381129494,123.928701093679
"b.cells1017",25.5543036300735,118.55285936283
"b.cells9008",-48.7043811468293,100.475861939486
"b.cells1932",14.6615416022663,131.263028363928
"b.cells522",33.6359562528489,149.206682458844
"b.cells4113",17.9134353441662,137.879502169515
"b.cells3272",15.7013257400278,145.163331184589
"b.cells2662",11.5913378623029,134.593391501004
"b.cells6407",8.39357086543316,111.635452064101
"b.cells7568",36.3407386989277,138.572544589733
"b.cells4245",21.2858296864007,133.278085848317
"b.cells9756",-63.6024885863405,102.138803447274
"b.cells2628",20.1369773587426,140.587979249418
"b.cells6360",17.2644519249405,133.471379658022
"b.cells3670",2.34102140809289,140.305322786621
"b.cells9025",37.1322515637366,134.970864808567
"b.cells7096",4.97383527015806,120.197308304733
"b.cells5693",22.466993077192,129.209985085708
"b.cells7858",16.8187426733275,123.155701275716
"b.cells8510",34.3874359684309,149.160231422502
"b.cells7189",45.4794151830041,141.518843772079
"b.cells4839",11.1194414959131,128.648492572031
"b.cells9742",33.0357088344883,129.245984545862
"b.cells5353",26.6792589996897,122.730340650482
"b.cells8480",22.618088774826,138.966111145365
"b.cells6077",-38.5141615078123,120.112722836915
"b.cells5910",46.8397583531304,132.684331134561
"b.cells324",37.0896554230215,138.856034436487
"b.cells2455",16.9954270067381,125.271484768273
"b.cells7476",24.2497994225475,129.637666727972
"b.cells9617",-24.0282945236223,105.257379691666
"b.cells9248",25.7943007440899,145.883393002073
"b.cells7233",23.7846894045486,133.02832266205
"b.cells6554",32.7746692324635,136.332578162879
"b.cells2378",12.0656111749056,134.849200728153
"b.cells5840",-47.6161696293605,112.770295373759
"b.cells5526",30.0794800789974,136.493553277294
"b.cells478",19.4916238292888,121.829968889941
"b.cells3589",4.51382492413298,124.636701649129
"b.cells8612",8.24572717612175,144.788697203348
"b.cells3771",6.26044174127717,138.167570103217
"b.cells4975",-12.211498243263,107.405026664426
"b.cells1687",10.796943960454,145.67229260269
"b.cells1853",20.3686742534216,144.018932450595
"b.cells5257",17.0848328237399,144.297596758107
"b.cells3782",25.5686065248797,127.983362010681
"b.cells6013",24.6607847990418,141.723913750135
"b.cells5503",52.1246673729183,142.051554758111
"b.cells1353",18.0104850554538,142.592376311058
"b.cells2782",36.0267234592018,142.709151948443
"b.cells6",15.409268998084,139.621224101061
"b.cells9778",37.6720111564873,129.65923739982
"b.cells3839",25.2242467641432,123.717019995457
"b.cells9390",18.8667843581919,135.08372090552
"b.cells4918",24.0139190295514,137.990882531662
"b.cells4489",25.3051385119797,123.331744204182
"b.cells6954",25.0081526580295,138.363844712961
"b.cells1365",16.0266695325859,146.308048635744
"b.cells5029",24.2792403972493,134.346948939151
"b.cells5383",-6.40872621069039,131.355990438354
"b.cells6342",2.1893711021815,127.290041554885
"b.cells3575",30.7572997006901,136.50380724582
"b.cells1308",13.0952608443197,130.942112600118
"b.cells710",34.5789966728379,132.400806501683
"b.cells7310",11.3515554283783,128.484044731189
"b.cells6746",21.5329423245622,121.996265187166
"b.cells7332",35.5511765889092,128.483753334195
"b.cells1508",24.4217200378798,139.276461676802
"b.cells5751",14.5716401221449,128.203432367571
"b.cells7324",25.7019647945858,126.99564411587
"b.cells8756",-49.2256486817444,116.497812918059
"b.cells2955",29.090976958803,133.872328226095
"b.cells6302",20.8811966166683,128.569374758889
"b.cells3240",-22.8847500760918,121.396134237211
"b.cells5795",32.6522668001792,133.759532525409
"b.cells805",40.3673703883575,141.067341310645
"b.cells5807",31.7536199229483,126.806987195778
"b.cells5713",31.320796815466,134.197863277942
"b.cells6412",9.69069462365927,124.049828291767
"b.cells7678",-19.2922939363767,117.139200499374
"b.cells8198",52.9835518335445,144.495665614239
"b.cells481",0.687616030182402,128.865345766069
"b.cells6462",29.9021456707097,137.119564819872
"b.cells8104",8.66775205990021,124.632355821341
"b.cells7150",21.1589860610208,144.519911989611
"b.cells7946",9.43125050800248,139.458648043357
"b.cells1225",23.7244304252863,136.140448486156
"b.cells7605",19.3293056260943,145.127247325264
"b.cells3404",9.29406269161382,132.399656202977
"b.cells9077",8.98286248655695,120.865528706084
"b.cells8905",23.4521305121745,135.257098329772
"b.cells5671",30.397794434594,132.320915305612
"b.cells1058",39.6509476771647,137.97169744687
"b.cells7502",25.1278019774837,133.120199725279
"b.cells5759",4.25083810785644,149.631097100055
"b.cells845",8.95708557419072,130.646887752433
"b.cells6289",40.971170348127,123.622953726868
"b.cells3177",8.87632934098948,130.59387914017
"b.cells7991",-10.6293091569891,123.954112181647
"b.cells2370",-1.69615707375992,119.544331350851
"b.cells3478",35.301536315877,135.428510812993
"b.cells8842",44.0106068608657,140.764820471178
"b.cells5384",32.2826559881285,143.176962924462
"b.cells7714",15.3856568160191,142.922411703019
"b.cells373",24.08948819127,132.852766617395
"b.cells381",19.9251476975842,134.501192015146
"b.cells6046",14.3719130535728,132.577255230867
"b.cells2285",20.4681650998713,135.168065596055
"b.cells2413",26.6969286991435,143.851447228596
"b.cells5968",27.8730140111443,128.880228176003
"b.cells3876",-38.4385393309832,99.3288915501899
"b.cells7628",17.7269550563208,117.473390784672
"b.cells1122",23.6174366673615,149.561723128234
"b.cells9498",21.5371279230473,133.192292620628
"b.cells6206",43.0701617832801,126.970235375393
"b.cells9898",26.1672307563592,151.257219689708
"b.cells7137",35.4751787938011,119.858005149176
"b.cells4910",16.7277156644401,140.855211452189
"b.cells3631",22.5730876463586,136.60773896437
"b.cells5835",15.969681971041,125.620943850269
"b.cells9219",10.3951456063459,142.842675001515
"b.cells2060",5.46541223563234,133.150713304635
"b.cells7144",48.6706156336579,143.707556674243
"b.cells4125",7.96579802560117,139.169809138866
"b.cells7904",34.6714158044434,133.77332491295
"b.cells8426",18.3238926950406,131.820024902177
"b.cells9345",38.7610030330215,132.891193610642
"b.cells8716",2.65368852601348,134.550942105127
"b.cells2456",27.7406525123045,146.809983469859
"b.cells2131",40.2049360602499,132.400405011304
"b.cells7538",33.4932331689733,126.832946255005
"b.cells1574",18.3400014264592,132.360729691542
"b.cells7988",5.21898416845263,142.305023953164
"b.cells9263",35.2636549096321,132.085346807652
"b.cells4742",18.6904693676201,138.657492516776
"b.cells380",6.82702897523039,128.135807995327
"b.cells5956",17.8840270430691,144.961539871173
"b.cells7911",13.6819903710944,134.037085758147
"b.cells1485",11.1955354155787,125.978045655735
"b.cells9431",-26.323805824033,116.011499921907
"b.cells6485",44.9122176879026,131.27376809927
"b.cells8234",11.1748997204267,134.654808814654
"b.cells2301",22.9885412600982,132.605424692071
"b.cells8212",40.2805442004774,117.382230690232
"b.cells7540",23.0466454326962,124.667795661373
"b.cells5829",-12.5111862970649,122.209387540468
"b.cells1985",10.3404002084767,117.926042180931
"b.cells566",8.96887659335588,116.118195364016
"b.cells5950",8.79030989030887,128.265105310177
"b.cells7649",13.7762182970557,147.551407195373
"b.cells1890",-31.2036252990786,120.40464159135
"b.cells6332",33.7649590018976,126.748473701004
"b.cells3833",27.629081380491,131.692073684223
"b.cells3681",23.7710500929729,134.878221100022
"b.cells573",5.20396463571011,134.761949226106
"b.cells3997",22.498332882033,143.552535563573
"b.cells5240",38.5605151263018,130.360591349879
"b.cells7758",40.5368129079348,137.238453069117
"b.cells7964",20.2776118722965,136.120173398242
"b.cells115",13.9079773082145,129.403543818183
"b.cells5443",-1.36435405620226,146.60955284657
"b.cells2867",32.5750648374719,126.765742271183
"b.cells368",-1.44258418029772,110.439692388427
"b.cells3405",25.0246910915907,138.674137894304
"b.cells2541",21.8672699756156,123.274063767766
"b.cells9252",-0.374332639692478,121.886800742155
"b.cells9034",31.1661086307866,138.407455262049
"b.cells5851",17.3686315033471,136.391767801009
"b.cells9162",24.2989913311196,123.26569092911
"b.cells8337",32.1927932285449,138.568703106223
"b.cells1140",29.6606187578245,130.244059379064
"b.cells5660",9.12704885250387,129.331382205133
"b.cells3388",4.74489488495335,142.928290474883
"b.cells6405",37.0076521515889,135.513374062707
"b.cells6056",17.5940453603919,130.3182314014
"b.cells6612",32.4618881198938,137.140074808929
"b.cells5932",39.0925515837445,127.093957920456
"b.cells1160",34.0006801456168,132.376673544387
"b.cells2666",43.0522142243639,134.219942273337
"b.cells1653",13.4944189952503,127.911605807518
"b.cells1615",1.40611645982204,133.372652094186
"b.cells5316",9.46241415202776,145.137298195255
"b.cells4066",-51.5600175680637,119.558083849749
"b.cells9930",-5.07154417467318,127.238698416733
"b.cells7998",15.8994956895451,125.034182686443
"b.cells1979",9.46667235233041,139.189739939217
